"Date","Location","MinTemp","MaxTemp","Rainfall","Evaporation","Sunshine","WindGustDir","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainToday","RainTomorrow"
"2012-11-09","Newcastle","18.2","26.5","3.6","NA","NA","NA","NA","NA","SE","0","7","81","67","NA","NA","6","8","21.5","24.8","Yes","No"
"2013-01-06","Newcastle","20","30.5","0","NA","NA","NA","NA","NE","NE","7","28","64","50","NA","NA","2","0","26.2","30","No","No"
"2013-03-25","Newcastle","18.2","27.5","0","NA","NA","NA","NA","NA","SE","0","9","71","60","NA","NA","1","0","21.8","27","No","No"
"2013-08-03","Newcastle","8.7","19.7","0","NA","NA","NA","NA","NA","NW","0","19","58","41","NA","NA","0","1","12.9","19","No","No"
"2013-09-09","Newcastle","17.8","25.8","0","NA","NA","NA","NA","NA","NA","0","0","82","54","NA","NA","8","7","19.7","24.8","No","No"
"2014-08-06","Newcastle","4.4","20.2","0","NA","NA","NA","NA","NA","NW","0","4","80","42","NA","NA","0","0","12","20","No","No"
"2014-09-05","Newcastle","10","18","4.4","NA","NA","NA","NA","SW","SW","4","4","72","67","NA","NA","7","5","13.5","15.2","Yes","Yes"
"2014-09-09","Newcastle","NA","23.8","0.1","NA","NA","NA","NA","NW","NA","4","0","76","50","NA","NA","0","1","15.8","23.5","No","Yes"
"2014-10-12","Newcastle","13.6","28.7","0","NA","NA","NA","NA","NA","SE","0","19","82","43","NA","NA","0","1","18.4","28.3","No","No"
"2014-10-27","Newcastle","17.2","32","0","NA","NA","NA","NA","NE","NE","9","19","75","65","NA","NA","4","7","21.6","25","No","No"
"2014-12-12","Newcastle","NA","22","NA","NA","NA","NA","NA","NA","S","NA","46","NA","68","NA","NA","NA","6","NA","20.1","NA","Yes"
"2015-04-20","Newcastle","13.9","NA","3","NA","NA","NA","NA","SW","NA","19","0","94","96","NA","NA","7","8","14.5","17.4","Yes","NA"
"2015-05-03","Newcastle","18.4","21.9","30.8","NA","NA","NA","NA","NA","SW","0","9","95","91","NA","NA","8","7","20.9","20.7","Yes","Yes"
"2015-09-02","Newcastle","6","20.5","0","NA","NA","NA","NA","NW","NA","9","NA","56","NA","NA","NA","4","NA","15","NA","No","Yes"
"2015-09-13","Newcastle","10.2","24.3","0","NA","NA","NA","NA","NA","NA","0","NA","73","NA","NA","NA","0","NA","17.6","NA","No","No"
"2015-11-25","Newcastle","15.4","31.6","0","NA","NA","NA","NA","NA","NA","0","NA","74","NA","NA","NA","0","NA","22","NA","No","No"
"2015-11-27","Newcastle","18.6","22.7","0","NA","NA","NA","NA","SE","NA","9","NA","62","NA","NA","NA","8","NA","20","NA","No","No"
"2015-12-15","Newcastle","18.2","30.6","0","NA","NA","NA","NA","SE","NA","9","NA","79","NA","NA","NA","4","NA","24","NA","No","No"
"2016-01-07","Newcastle","NA","23.2","25.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Yes","No"
"2016-01-12","Newcastle","21.2","38","1.8","NA","NA","NA","NA","NA","NA","0","NA","70","NA","NA","NA","4","NA","28","NA","Yes","No"
"2016-04-25","Newcastle","NA","22.7","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","No","No"
"2016-06-06","Newcastle","12.4","19.6","17","NA","NA","NA","NA","NE","NA","28","NA","62","NA","NA","NA","6","NA","13.2","NA","Yes","No"
"2016-09-18","Newcastle","13.8","18.3","0","NA","NA","NA","NA","NA","NA","0","NA","84","NA","NA","NA","8","NA","15.5","NA","No","Yes"
"2017-03-25","Newcastle","NA","25.5","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","No","Yes"
"2009-02-27","NorahHead","18.4","23.8","0.2","NA","NA","SSE","41","SW","SSE","13","24","70","59","1017.6","1015.7","NA","NA","20.8","23.1","No","No"
"2009-02-28","NorahHead","17.6","26.8","0","NA","NA","NNE","46","NNW","NE","9","22","74","68","1009.5","1007.1","NA","NA","21.6","26.3","No","No"
"2009-03-14","NorahHead","20","25.3","0","NA","NA","NNW","46","NNE","NW","17","28","83","80","1014.8","1011.7","NA","NA","22.2","22.3","No","Yes"
"2009-05-06","NorahHead","14.2","22.3","0.6","NA","NA","NNE","30","W","NE","11","19","78","64","1028","1023.6","NA","NA","17.2","20.4","No","No"
"2009-05-27","NorahHead","15.2","18.1","0","NA","NA","WNW","24","W","W","13","9","84","81","1019.7","1017.8","NA","NA","15.9","17.4","No","No"
"2009-06-14","NorahHead","11.4","19.4","0","NA","NA","N","37","NW","W","9","7","70","46","1014.7","1011.6","NA","NA","12.9","17.6","No","No"
"2009-08-12","NorahHead","10.3","20.4","3.2","NA","NA","W","31","NW","SW","11","7","65","46","1012.4","1009.6","NA","NA","16.9","18.1","Yes","No"
"2009-10-07","NorahHead","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2009-12-08","NorahHead","20.4","25.3","0","NA","NA","S","81","S","ENE","9","26","81","79","1008.8","1001","NA","NA","21.7","23.8","No","No"
"2009-12-19","NorahHead","17.2","26.5","8.6","NA","NA","SSE","52","WNW","SSE","11","37","79","54","1015.1","1013.2","NA","NA","21.8","24.3","Yes","No"
"2009-12-21","NorahHead","20","24.5","0","NA","NA","NNE","80","NNE","NE","28","43","69","72","1016.7","1012.5","NA","NA","24.5","23.7","No","No"
"2010-01-20","NorahHead","17.1","26.6","0","NA","NA","E","26","WNW","E","7","22","40","56","1010.6","1008.3","NA","NA","23.4","24.8","No","No"
"2010-02-10","NorahHead","21.6","29.2","0.2","NA","NA","NE","41","NNE","NE","15","28","80","74","1020.7","1017.6","NA","NA","25.2","27.3","No","No"
"2010-03-08","NorahHead","21.4","28","NA","NA","NA","NNE","39","NA","S","NA","4","NA","86","NA","1010.7","NA","NA","NA","23.9","NA","Yes"
"2010-07-10","NorahHead","11.5","18.3","0.6","NA","NA","NNE","33","WSW","NE","13","17","80","77","1028.3","1024.8","NA","NA","13.4","16.3","No","No"
"2010-11-13","NorahHead","18.7","25.7","0.2","NA","NA","NE","46","NE","NE","24","35","85","82","1015.6","1013.8","NA","NA","22.2","22.9","No","No"
"2010-11-22","NorahHead","17.8","24.6","0","NA","NA","NE","48","NA","ENE","0","22","75","68","1025.6","1024.1","NA","NA","21.4","22.8","No","No"
"2011-01-14","NorahHead","20.2","26.9","0","NA","NA","NE","50","NNE","NE","22","37","81","75","1012.5","1009.5","NA","NA","22.9","23.9","No","No"
"2011-01-22","NorahHead","19.6","30","0","NA","NA","NNE","30","NNE","E","11","13","71","59","1016.5","1015.7","NA","NA","24.5","26.5","No","No"
"2011-02-13","NorahHead","19.4","23.4","9.4","NA","NA","S","61","SSW","SSW","22","35","89","87","1017.3","1017.5","NA","NA","20.8","22.3","Yes","Yes"
"2011-03-20","NorahHead","19.7","23.4","45.4","NA","NA","ESE","52","ENE","E","33","24","95","88","1010.8","1008.8","NA","NA","20.9","22.7","Yes","Yes"
"2011-08-28","NorahHead","12","20.1","0","NA","NA","SSW","43","WSW","SE","11","15","81","74","1020.9","1017.5","NA","NA","15.3","17.9","No","No"
"2011-12-19","NorahHead","19.2","20.9","0","NA","NA","NNE","48","N","NE","17","26","82","92","1011.6","1008.8","NA","NA","19.7","19.9","No","Yes"
"2012-01-18","NorahHead","20.5","26.1","1.2","NA","NA","ENE","26","SSW","SE","6","11","93","75","1017.8","1015","NA","NA","21.6","25.3","Yes","No"
"2012-02-15","NorahHead","19.6","24.7","0.6","NA","NA","ESE","31","N","E","9","13","89","63","1021.7","1020.1","NA","NA","20.4","24.1","No","No"
"2012-05-11","NorahHead","14.5","26.4","0","NA","NA","NNE","19","NW","NNE","11","11","56","65","1018.7","1014.4","NA","NA","20.8","23.2","No","No"
"2012-08-23","NorahHead","15.5","28","0","NA","NA","NNW","70","NNE","NW","22","24","71","31","1010.3","1006.2","NA","NA","20.1","27.4","No","Yes"
"2012-10-25","NorahHead","12.9","24.7","0","NA","NA","NE","54","N","NE","9","41","71","71","1013","1006.2","NA","NA","18.2","21.4","No","No"
"2012-10-29","NorahHead","13.3","24","0","NA","NA","NE","43","NA","NE","0","22","80","58","1024.8","1021.6","NA","NA","15.7","22.2","No","No"
"2013-06-07","NorahHead","16.4","22.3","0","NA","NA","SSE","39","WNW","W","19","9","77","71","1020.3","1018.4","NA","NA","18.9","20.5","No","Yes"
"2013-06-09","NorahHead","13","19.3","0","NA","NA","NE","20","NA","NNE","0","13","72","74","1028.3","1024.6","NA","NA","16.6","17.8","No","No"
"2013-07-05","NorahHead","13.6","20.9","0","NA","NA","WNW","37","NW","WNW","9","15","58","39","1011.1","1011","NA","NA","17.1","19.4","No","No"
"2013-08-09","NorahHead","9.3","18.8","5.2","NA","NA","S","28","SSW","WNW","13","7","59","51","1018.4","1014.6","NA","NA","12.5","16.8","Yes","No"
"2013-08-13","NorahHead","8.9","20.7","0","NA","NA","N","39","NNW","E","7","4","41","44","1014.9","1012.7","NA","NA","16","19.4","No","No"
"2013-09-07","NorahHead","15.1","31.2","0","NA","NA","SSW","39","NNW","ENE","6","4","54","37","1022.7","1018.4","NA","NA","23.4","27.1","No","No"
"2013-10-09","NorahHead","11.9","26.5","0","NA","NA","NE","44","NW","N","15","20","69","41","1019.6","1013.7","NA","NA","18.1","25.5","No","No"
"2013-10-14","NorahHead","13.4","17.6","8.4","NA","NA","SSE","54","S","SE","20","33","51","55","1014.1","1014.2","NA","NA","15.4","17.2","Yes","No"
"2013-12-06","NorahHead","12.3","21.2","0","NA","NA","SSE","37","WSW","SSE","13","30","42","51","1012.1","1013.7","NA","NA","17.2","20.1","No","No"
"2014-03-17","NorahHead","15.2","25.8","8.6","NA","NA","N","37","W","ENE","7","17","59","50","1017","1015.8","NA","NA","19","23","Yes","No"
"2014-04-02","NorahHead","18.8","25.7","0","NA","NA","NE","31","WSW","ENE","6","11","90","73","1017.3","1014.8","NA","NA","20.6","24.6","No","No"
"2014-05-02","NorahHead","13.8","21.9","0","NA","NA","NW","26","NW","WNW","13","6","65","49","1007.4","1002.3","NA","NA","18.6","19.7","No","No"
"2014-05-08","NorahHead","12.1","18.7","0.2","NA","NA","S","46","WSW","S","13","30","79","75","1025.7","1023.5","NA","NA","14.1","17.4","No","Yes"
"2014-06-14","NorahHead","14.1","19.1","1","NA","NA","N","24","NNW","WNW","9","4","92","71","1012.3","1009.4","NA","NA","14.7","18.3","No","Yes"
"2014-08-20","NorahHead","10.9","15.2","15.2","NA","NA","S","57","SSW","SSW","26","33","75","75","1023.9","1023.9","NA","NA","13.5","14.1","Yes","Yes"
"2014-08-24","NorahHead","11.4","18.1","5.2","NA","NA","W","22","W","SE","9","11","97","77","1029.5","1026.4","NA","NA","13.3","17.7","Yes","No"
"2014-11-17","NorahHead","15.9","24.2","1.4","NA","NA","NNE","35","S","E","4","20","53","58","1013.8","1012.3","NA","NA","21.4","21.5","Yes","No"
"2015-01-05","NorahHead","21.4","25.4","0","NA","NA","S","39","SSW","S","20","26","88","87","1018.9","1018.5","NA","NA","22","22.7","No","Yes"
"2015-01-11","NorahHead","20.6","21.9","6.4","NA","NA","SSW","35","SSW","SSW","6","13","98","99","1013.2","1011.6","NA","NA","21.4","21","Yes","Yes"
"2015-01-16","NorahHead","21.6","28","0","NA","NA","NNE","22","SE","E","4","19","78","73","1008.7","1006","NA","NA","24.2","26.1","No","No"
"2015-01-23","NorahHead","21.9","28.1","0","NA","NA","NE","50","NE","NE","9","35","76","77","1010.3","1007.3","NA","NA","26.1","26.4","No","No"
"2015-02-05","NorahHead","19.4","25.4","0.8","NA","NA","SE","54","SE","SE","35","20","73","60","1022.4","1023.8","NA","NA","21.8","23.6","No","No"
"2015-06-18","NorahHead","11","18.6","2","NA","NA","SW","39","WNW","S","7","20","79","85","1014","1013","NA","NA","14.5","16.3","Yes","Yes"
"2015-07-16","NorahHead","9.4","14.5","0","NA","NA","NW","28","WNW","W","13","6","83","60","1016.6","1013.3","NA","NA","9.5","14","No","No"
"2015-07-29","NorahHead","8.1","16.3","0","NA","NA","W","24","W","S","11","15","74","68","1034.4","1030.4","NA","NA","11.4","15.8","No","No"
"2015-12-23","NorahHead","17.1","22.3","28","NA","NA","SSE","43","WSW","SSW","4","7","100","96","1019","1017.5","NA","NA","18.9","20","Yes","Yes"
"2016-01-16","NorahHead","14.8","24.1","13.4","NA","NA","S","63","SSE","SSE","35","31","56","60","1025.9","1025.1","NA","NA","21.8","22.1","Yes","Yes"
"2016-01-31","NorahHead","20.5","31.7","0","NA","NA","N","67","N","NW","11","13","64","35","1004.3","1002.9","NA","NA","25.9","30.1","No","No"
"2016-02-26","NorahHead","22.4","25.6","0","NA","NA","SSW","57","SSW","SSW","37","22","87","85","1014","1014.8","NA","NA","23.7","25.4","No","No"
"2016-02-27","NorahHead","22","27.5","0","NA","NA","SE","35","SE","SSE","22","17","80","75","1018.7","1018.6","NA","NA","24.3","25.6","No","No"
"2016-06-29","NorahHead","7","17.8","0","NA","NA","W","24","W","S","11","6","63","50","1027.9","1025.4","NA","NA","10.2","16.2","No","No"
"2016-08-16","NorahHead","11.5","22.6","0","NA","NA","NNE","35","W","NE","4","20","77","69","1031","1026.1","NA","NA","15.2","19.1","No","No"
"2016-10-10","NorahHead","16.7","32.6","0","NA","NA","S","61","NNE","NW","28","13","77","33","1008.6","1003.9","NA","NA","20.5","32.2","No","Yes"
"2016-11-14","NorahHead","16.5","23.6","0","NA","NA","S","56","W","SSE","13","22","48","55","1002.3","1004.2","NA","NA","20.5","20.8","No","Yes"
"2016-12-05","NorahHead","21.5","28.1","0","NA","NA","NNE","61","NNW","NE","7","13","98","84","1009.6","1005.9","NA","NA","22.9","26.3","No","Yes"
"2017-01-03","NorahHead","19.3","24.4","0","NA","NA","SSW","37","SSW","S","26","30","89","74","1018.1","1017.9","NA","NA","20.2","23.8","No","No"
"2017-01-26","NorahHead","20","24.1","1.4","NA","NA","S","37","SW","SSW","20","20","98","84","1015.5","1014.5","NA","NA","21","23.8","Yes","Yes"
"2017-02-01","NorahHead","20.6","23.9","11.2","NA","NA","SSW","46","SW","S","11","19","100","100","1015.8","1012.2","NA","NA","20.7","22.1","Yes","Yes"
"2017-03-16","NorahHead","21.5","26.1","12.4","NA","NA","NE","54","ENE","NE","39","31","100","91","1012.1","1008.9","NA","NA","23.1","25.4","Yes","Yes"
"2017-05-13","NorahHead","14.4","23.3","0.8","NA","NA","NNE","30","W","ENE","7","15","96","74","1024.8","1021.7","NA","NA","16.5","20.4","No","No"
"2017-05-18","NorahHead","14.3","22.2","0","NA","NA","E","39","SW","ENE","7","28","88","74","1026.5","1024.1","NA","NA","17.5","20.4","No","Yes"
"2009-02-12","NorfolkIsland","23.6","27","0","6.4","5","N","50","N","NW","28","24","87","87","1008.8","1008.3","4","4","25.2","26.2","No","Yes"
"2009-04-08","NorfolkIsland","18","22.8","0.2","2.4","1.4","SE","30","SSE","SSE","17","17","94","64","1016.7","1014.9","8","7","18.5","21.7","No","Yes"
"2009-04-22","NorfolkIsland","19.7","24.2","0","2.4","6.3","NNE","72","NNE","NNE","24","28","79","63","1011.5","1008.2","5","7","22.3","22.9","No","Yes"
"2009-06-22","NorfolkIsland","14.4","18.5","0","6","8","ESE","46","E","ESE","24","22","71","55","1026.6","1025.1","6","3","14.8","17.3","No","No"
"2009-06-28","NorfolkIsland","17.3","19.9","16.6","4.6","5","WNW","81","NNW","WNW","35","41","62","70","999.2","996.1","7","6","19.3","19.3","Yes","Yes"
"2009-09-04","NorfolkIsland","14","17.6","0","6.8","9.3","ESE","50","SE","ESE","26","22","59","52","1025.5","1023","4","2","15.7","16.6","No","No"
"2009-09-15","NorfolkIsland","15.8","18.7","0","3.4","2.8","SE","46","SE","SE","24","28","75","64","1020.5","1017.9","7","6","17.3","18","No","Yes"
"2009-09-23","NorfolkIsland","15.2","21.2","0","2","10.4","NNW","43","NNW","NW","15","24","82","81","1017.2","1014.1","1","5","18.4","20.6","No","No"
"2009-10-09","NorfolkIsland","16","19.7","17.2","5.2","10.2","W","63","WNW","WSW","31","43","70","60","1007.2","1006.5","5","3","18.9","19.2","Yes","No"
"2009-11-02","NorfolkIsland","14.1","19.6","0.4","5.4","12.4","SSE","33","SE","ESE","15","15","58","55","1021.2","1018.7","3","2","18.2","18.2","No","No"
"2009-12-14","NorfolkIsland","18.3","24","0","4","5.8","SE","30","SE","SE","15","15","85","68","1016.5","1015.3","7","5","20.5","23","No","No"
"2010-02-07","NorfolkIsland","20","25.5","6.4","8.4","8.5","E","54","E","E","33","33","79","71","1020.3","1019.1","7","7","23","24.1","Yes","No"
"2010-02-18","NorfolkIsland","20.6","26.9","0","6.8","6","SSW","35","SSW","WSW","24","22","70","78","1009.6","1007.9","7","7","23.6","24.5","No","No"
"2010-03-23","NorfolkIsland","18.8","25.2","0","6.6","7.2","NE","31","NE","ENE","26","15","72","65","1018.6","1017","7","7","22.3","23.2","No","No"
"2010-09-17","NorfolkIsland","15.9","20.9","0","5.8","9.8","WNW","48","WNW","W","17","28","75","75","1016","1014.2","7","7","18.7","19.4","No","No"
"2011-01-20","NorfolkIsland","19.2","24.7","0","8","10.2","ESE","43","SE","SE","22","28","66","58","1010.5","1009.4","5","3","22.3","23.5","No","No"
"2011-02-06","NorfolkIsland","20.2","25.6","0","7.4","6.1","SE","35","ESE","SE","15","20","75","74","1022.4","1020.3","7","3","24.1","24.2","No","No"
"2011-05-13","NorfolkIsland","16.7","22.5","5.8","3.6","8.1","WNW","46","WNW","W","15","19","74","59","1011.6","1010.3","5","1","20.5","21.6","Yes","Yes"
"2011-06-13","NorfolkIsland","15.9","19.3","26.2","1.8","0","ESE","59","E","ESE","35","30","88","97","1013.5","1011","8","8","18","17.9","Yes","Yes"
"2011-07-18","NorfolkIsland","13.4","19.1","0","3.2","8.4","ENE","37","E","E","17","20","71","67","1023.5","1021","3","2","16.1","17.3","No","Yes"
"2011-07-27","NorfolkIsland","11.1","19.9","0","1.6","9.5","NNE","35","NNE","NNE","17","19","61","54","1026.4","1024.3","6","4","16.8","18.3","No","No"
"2011-07-28","NorfolkIsland","13.3","19.1","0","3","3.9","NE","30","NE","ENE","17","20","80","80","1024.5","1021.7","7","7","16.8","17.8","No","Yes"
"2011-08-02","NorfolkIsland","13.2","18.1","8.4","2.8","8.4","SE","43","SE","SE","19","24","63","87","1019.9","1017.7","1","4","16.7","14.2","Yes","No"
"2011-08-06","NorfolkIsland","14.9","18.6","0","2.4","8.7","S","39","SE","SSE","17","17","73","69","1025.3","1023.1","7","3","16.9","17.5","No","No"
"2011-09-29","NorfolkIsland","14.3","18.6","16","3","3.6","SSE","44","SSE","S","24","20","86","76","1012.6","1012.2","7","7","16.8","17.9","Yes","No"
"2011-12-03","NorfolkIsland","20.9","23.8","0","7.6","0.1","NE","37","NE","NE","24","17","89","88","1014.6","1013","7","7","22.1","22.7","No","Yes"
"2012-01-01","NorfolkIsland","19.6","23.4","0.2","7","10","SSW","30","SSW","S","17","20","75","74","1011.4","1010.5","4","3","20.8","22.3","No","Yes"
"2012-03-13","NorfolkIsland","18.9","22.9","0","7.6","0.3","E","44","ESE","ESE","19","17","55","59","1021","1020.6","7","7","20.8","21.2","No","No"
"2012-04-21","NorfolkIsland","17.6","23","2.6","5.2","6.5","E","54","E","E","31","31","72","68","1025.8","1023","5","5","20","21.1","Yes","Yes"
"2012-05-17","NorfolkIsland","16.2","19.3","0","5.4","2","SSW","39","S","S","19","13","54","47","1019.2","1018.3","7","6","17.8","18","No","Yes"
"2012-05-22","NorfolkIsland","14.7","20.2","2.2","3.6","9.5","SSE","33","SSE","SE","19","17","59","55","1023.5","1023.2","4","3","18.7","19.4","Yes","No"
"2012-07-06","NorfolkIsland","15.4","18.5","0.2","4","9.2","WSW","39","SW","SW","24","22","60","67","1017","1015.3","2","2","16.8","17.2","No","Yes"
"2012-09-05","NorfolkIsland","14.4","18.7","0.2","4.4","10.1","SE","31","SSE","SE","17","19","54","57","1023.9","1022.8","1","3","16.7","17","No","No"
"2012-11-28","NorfolkIsland","15.5","22.6","0","5","7","ESE","24","NE","NE","11","11","51","54","1020","1018.4","4","1","20.5","21.2","No","No"
"2013-01-04","NorfolkIsland","20.2","22.4","4","7","7","SE","52","SE","SE","33","30","74","62","1011.2","1011.1","5","6","21.3","20.8","Yes","No"
"2013-03-27","NorfolkIsland","17.7","24.8","0.8","6.6","7.6","ESE","54","E","E","28","35","75","56","1021.1","1018.7","6","4","21.6","22.8","No","Yes"
"2013-04-18","NorfolkIsland","17.1","23.4","0","1.8","7.4","W","22","NA","WNW","0","11","85","57","1015.3","1012.6","7","5","20.9","23.2","No","No"
"2013-04-19","NorfolkIsland","18.2","23.6","0","2.8","10.3","W","28","NW","WNW","13","17","78","74","1012.3","1010.4","1","2","21.7","22.8","No","No"
"2013-04-20","NorfolkIsland","19.3","23.7","0","3.4","10.6","NW","30","NW","NNW","15","15","79","72","1012.4","1010.5","3","3","21.9","22.6","No","No"
"2013-05-25","NorfolkIsland","17.8","20","20.8","0.2","0","NW","43","N","NW","15","19","88","95","1012.5","1012.1","8","8","18.8","17.4","Yes","Yes"
"2013-08-28","NorfolkIsland","11.9","20.2","0","3","6.7","ENE","41","NE","S","11","9","65","64","1023.2","1019.7","1","7","17.1","17.5","No","No"
"2013-11-10","NorfolkIsland","13.9","21.2","0","5.4","5.6","SE","28","SSE","S","9","17","58","58","1018.6","1017","7","6","18.3","19.5","No","No"
"2013-11-20","NorfolkIsland","16.9","24","67","2.6","9.2","W","46","W","W","24","9","71","57","1006.6","1004.6","7","4","19.7","23.6","Yes","Yes"
"2014-03-29","NorfolkIsland","19.3","24.4","0","5.6","9.8","ENE","50","ENE","E","30","31","67","60","1024.3","1022.8","1","6","22.2","23.1","No","No"
"2014-04-17","NorfolkIsland","18.3","23.5","5.4","2","8.9","W","63","WNW","WNW","17","30","80","71","1007","1005.7","3","2","20","22.8","Yes","Yes"
"2014-04-30","NorfolkIsland","16.4","21.3","0","4.4","10.3","SSE","30","SE","S","11","15","52","56","1015.9","1013.7","1","4","19.9","20.4","No","No"
"2014-05-22","NorfolkIsland","14","21.1","0","2.6","6.3","SW","30","SW","WSW","15","19","68","67","1022.9","1020.7","7","4","18.4","20","No","No"
"2014-07-23","NorfolkIsland","11.2","16.7","6.2","3.6","7.6","SW","37","SSW","SSW","13","7","64","61","1017.2","1016","2","2","14.9","15","Yes","Yes"
"2014-08-14","NorfolkIsland","12","17.5","0.6","5","9.8","SSW","48","SW","SW","22","30","52","56","1024.4","1022.6","3","5","16.1","16.8","No","No"
"2014-09-11","NorfolkIsland","15.1","20.7","0","3","9.7","ENE","28","NE","WSW","15","7","84","80","1019.3","1016.8","2","2","18.4","19.1","No","No"
"2014-11-23","NorfolkIsland","15.3","23.3","0","5.8","10.8","ENE","28","NE","NE","13","15","59","60","1023","1021.9","3","2","20.4","21.2","No","No"
"2015-01-22","NorfolkIsland","18.8","23.7","76.8","NA","0","E","67","E","ENE","22","35","94","96","1007.5","1006.3","8","8","23.4","22.6","Yes","Yes"
"2015-01-26","NorfolkIsland","21.7","25.1","0.2","3.6","1.1","ENE","56","ENE","ENE","33","35","69","71","1009","1007","7","7","23","24.3","No","No"
"2015-04-07","NorfolkIsland","22","25.8","3.6","5","5.4","NNE","48","NNE","NNE","30","26","84","75","1019.9","1019","7","7","23.2","24.5","Yes","No"
"2015-06-21","NorfolkIsland","16.7","19.5","4.2","1.4","8.6","S","48","SSW","SW","17","28","65","62","1016","1015.2","3","2","17.8","18.5","Yes","No"
"2015-07-18","NorfolkIsland","15.9","19.4","27.8","3.8","7.7","WNW","65","W","W","39","43","58","63","1012.1","1011.1","2","2","17.6","18.8","Yes","No"
"2015-10-03","NorfolkIsland","16.1","19.3","0","5.2","8.9","S","56","S","S","28","30","56","59","1025.3","1023.2","2","7","18","17.7","No","No"
"2015-12-15","NorfolkIsland","18.4","20.4","11.4","6.2","0","ESE","41","ESE","ESE","22","20","87","84","1014.9","1013.7","7","7","19.5","20.1","Yes","Yes"
"2016-01-12","NorfolkIsland","19.5","23.2","35.2","4.2","0","ESE","37","SE","SE","22","20","96","90","1014","1013.4","8","8","21.9","22.4","Yes","No"
"2016-02-20","NorfolkIsland","22.7","27","2.6","2.4","NA","E","39","ESE","E","19","24","88","82","1017.1","1016.5","7","5","24.5","24.6","Yes","No"
"2016-04-18","NorfolkIsland","18.7","23.8","2.2","4","2.4","SE","33","SE","ESE","20","19","69","76","1017","1015.8","7","7","21.7","20.7","Yes","No"
"2016-06-09","NorfolkIsland","16.3","20.9","0","3","NA","SW","41","S","SSW","17","19","69","76","1012.8","1012.3","3","3","19.7","19.8","No","No"
"2016-07-05","NorfolkIsland","13.3","19.7","0","2.6","NA","NE","17","NA","ESE","0","11","64","63","1023.7","1020.8","NA","6","17.7","17.8","No","No"
"2016-07-19","NorfolkIsland","14.2","18.9","0","4","NA","S","33","S","SW","13","13","58","54","1023","1020.7","1","2","17.3","17.8","No","No"
"2017-04-06","NorfolkIsland","19.9","24.7","0","NA","NA","ESE","35","ESE","ESE","22","22","60","58","1017.2","1016.9","3","5","22.4","22.2","No","No"
"2017-04-16","NorfolkIsland","15.8","23.7","0.2","NA","NA","SSW","39","SSW","SW","11","15","56","60","1016.5","1014.8","NA","NA","21.4","22.5","No","No"
"2009-01-17","Penrith","16.6","23.2","0.2","NA","NA","ESE","31","S","ENE","11","13","62","42","NA","NA","NA","NA","17.9","21.7","No","No"
"2009-04-03","Penrith","18.6","27.1","2.4","NA","NA","NE","30","NA","NNE","0","19","98","66","NA","NA","NA","NA","20.6","26.6","Yes","Yes"
"2009-07-11","Penrith","6.4","16.5","0.6","NA","NA","NNE","22","NA","NNE","0","7","98","71","NA","NA","NA","NA","8.6","15.9","No","No"
"2009-07-16","Penrith","4.9","16.7","0.2","NA","NA","SSW","30","SSW","S","6","15","98","46","NA","NA","NA","NA","8.3","16.3","No","Yes"
"2009-08-29","Penrith","11","26.8","0.4","NA","NA","WNW","63","N","N","2","35","75","39","NA","NA","NA","NA","14","25.8","No","No"
"2009-12-21","Penrith","18.3","30.7","0","NA","NA","NE","31","N","NE","15","17","60","57","NA","NA","NA","NA","22.7","27.6","No","No"
"2010-01-07","Penrith","19.4","24.6","0","NA","NA","SSE","24","WSW","ESE","9","13","83","61","NA","NA","NA","NA","20.5","24.4","No","Yes"
"2010-01-16","Penrith","20.9","29.2","0.2","NA","NA","S","41","NE","NNW","11","7","74","61","NA","NA","NA","NA","24.2","27.5","No","No"
"2010-03-07","Penrith","21.2","27.9","0","NA","NA","ENE","35","S","NNE","9","13","91","66","NA","NA","NA","NA","23.7","27.6","No","No"
"2010-04-11","Penrith","15.5","27.6","0","NA","NA","W","44","N","W","11","24","76","36","NA","NA","NA","NA","21.8","26.2","No","No"
"2010-10-12","Penrith","12.9","24.8","0.6","NA","NA","NE","24","N","NNE","7","9","76","55","NA","NA","NA","NA","17.9","24.2","No","No"
"2011-02-01","Penrith","19.8","41.8","0.6","NA","NA","WNW","46","NE","WNW","2","26","65","15","NA","NA","NA","NA","25.8","41.1","No","No"
"2011-05-28","Penrith","4","20","0.2","NA","NA","SE","17","N","SE","2","11","98","58","NA","NA","NA","NA","9.1","17.8","No","No"
"2011-08-06","Penrith","5.8","22.1","0","NA","NA","S","24","NA","SW","0","6","74","51","NA","NA","NA","NA","12","22","No","No"
"2011-10-06","Penrith","11.5","18.4","0","NA","NA","N","15","SSE","N","2","7","85","87","NA","NA","NA","NA","13.9","15.3","No","No"
